date,city,house_price,attached_price,earnings_state,cpi,house_price_real,attached_price_real,earnings_state_real,annual_earnings_real,annual_earnings_nominal,pti_house_real,pti_attached_real,pti_house_nominal,pti_attached_nominal
2015-03-01,brisbane,462800.0,420000.0,1500.0,72.7,639010.0,579910.0,2071.11,107697.72,78000.0,5.933366091686992,5.384607956417276,5.933333333333334,5.384615384615385
2015-06-01,brisbane,465000.0,425000.0,1492.0,73.21,637570.0,582730.0,2045.72,106377.44,77584.0,5.993470044024372,5.477947203843221,5.993503815219633,5.477933594555578
2015-09-01,brisbane,475000.0,425000.0,1497.0,73.66,647310.0,579170.0,2040.03,106081.56,77844.0,6.102003024842395,5.459667071261019,6.1019474847130155,5.459637223164277
2015-12-01,brisbane,490000.0,420000.0,1502.0,73.93,665310.0,570260.0,2039.37,106047.23999999999,78104.0,6.273713488441567,5.377414820036806,6.273686366895421,5.377445457338933
2016-03-01,brisbane,483500.0,415000.0,1507.0,73.91,656660.0,563630.0,2046.71,106428.92,78364.0,6.169939523956459,5.295835004245087,6.169924965545404,5.295799091419529
2016-06-01,brisbane,495000.0,413000.0,1512.0,74.27,669020.0,558190.0,2043.55,106264.59999999999,78624.0,6.295793707405854,5.25283114037977,6.295787545787546,5.252849002849003
2016-09-01,brisbane,500000.0,420000.0,1524.0,74.72,671710.0,564230.0,2047.37,106463.23999999999,79248.0,6.309313900272057,5.299763561582384,6.309307490409853,5.299818291944276
2016-12-01,brisbane,515000.0,410000.0,1536.0,75.09,688450.0,548090.0,2053.32,106772.64000000001,79872.0,6.447812847935575,5.133243872212955,6.447816506410256,5.133213141025641
2017-03-01,brisbane,510000.0,405000.0,1545.0,75.31,679770.0,539820.0,2059.32,107084.64000000001,80340.0,6.347969232562204,5.041059109877943,6.3480209111277075,5.041075429424944
2017-06-01,brisbane,518000.0,392500.0,1553.0,75.61,687700.0,521080.00000000006,2061.77,107212.04,80756.0,6.414391517967572,4.860275021350215,6.414384070533459,4.860319976224677
2017-09-01,brisbane,525000.0,400000.0,1566.0,75.89,694420.0,529080.0,2071.35,107710.2,81432.0,6.447114572250354,4.912069609006389,6.447096964338344,4.912073877591119
2017-12-01,brisbane,535000.0,391000.0,1579.0,76.51,701910.0,512990.0,2071.62,107724.23999999999,82108.0,6.515803685410081,4.762066550666777,6.515808447410727,4.762020753154382
2018-03-01,brisbane,526000.0,385000.0,1588.0,76.62,689110.0,504390.0,2080.44,108182.88,82576.0,6.369861848750929,4.6623828095536,6.369889556287541,4.662371633404379
2018-06-01,brisbane,532000.0,385000.0,1596.0,76.91,694350.0,502490.0,2083.04,108318.08,82992.0,6.410287183820097,4.639022405123872,6.410256410256411,4.639001349527665
2018-09-01,brisbane,540000.0,385000.0,1613.0,77.28,701410.0,500080.0,2095.15,108947.8,83876.0,6.438037298596209,4.590088097235557,6.438075253946302,4.590109208832086
2018-12-01,brisbane,540000.0,390000.0,1630.0,77.68,697800.0,503970.0,2106.33,109529.16,84760.0,6.370906158688699,4.601240436793271,6.370929683813119,4.601226993865031
2019-03-01,brisbane,533000.0,387800.0,1631.0,77.72,688400.0,500870.0,2106.53,109539.56000000001,84812.0,6.284487540391799,4.572503303829228,6.284488044144696,4.572466160448993
2019-06-01,brisbane,538000.0,390000.0,1632.0,78.19,690680.0,500680.0,2095.15,108947.8,84864.0,6.339549766034743,4.59559532179631,6.339555052790347,4.595588235294118
2019-09-01,brisbane,540000.0,397500.0,1648.0,78.68,688930.0,507130.0,2102.52,109331.04,85696.0,6.301321198444651,4.638481441318038,6.30134428678118,4.638489544436147
2019-12-01,brisbane,550000.0,399000.0,1664.0,79.23,696820.0,505510.0,2108.2,109626.4,86528.0,6.356315632001051,4.611206789605424,6.356323964497041,4.611224112426036
2020-03-01,brisbane,540000.0,390000.0,1681.0,79.21,684320.0,494230.0,2130.27,110774.04,87412.0,6.177620677191155,4.461604903098235,6.177641513750973,4.46162998215348
2020-06-01,brisbane,547000.0,386500.0,1698.0,77.4,709400.0,501250.0,2202.13,114510.76000000001,88296.0,6.1950510152932345,4.377317904448455,6.195071124399746,4.37732173597898
2020-09-01,brisbane,555000.0,400000.0,1681.0,79.17,703690.0,507160.0,2131.35,110830.2,87412.0,6.349262204705938,4.576009066120967,6.349242666910722,4.5760307509266465
2020-12-01,brisbane,575000.0,415000.0,1664.0,80.06,720940.0,520330.00000000006,2086.34,108489.68000000001,86528.0,6.645240358345604,4.796124387130647,6.6452477810650885,4.796135355029586
2021-03-01,brisbane,600000.0,420000.0,1680.0,80.56,747620.0,523330.00000000006,2093.33,108853.16,87360.0,6.868151553891499,4.807669340972739,6.868131868131868,4.8076923076923075
2021-06-01,brisbane,630000.0,421300.0,1695.0,81.25,778330.0,520490.0,2094.08,108892.16,88140.0,7.147713848269701,4.7798666129866465,7.147719537100068,4.779895620603585
2021-09-01,brisbane,657000.0,430000.0,1708.0,82.25,801820.0,524780.0,2084.49,108393.47999999998,88816.0,7.397308398992266,4.841435112148813,7.397315798955143,4.841470005404432
2021-12-01,brisbane,750000.0,450000.0,1722.0,83.54,901190.0,540710.0,2069.12,107594.23999999999,89544.0,8.375820118251685,5.025454894239692,8.375770570892522,5.025462342535513
2022-03-01,brisbane,765000.0,459000.0,1739.0,85.41,899080.0,539450.0,2043.8,106277.59999999999,90428.0,8.459731872003132,5.075857941842872,8.459769098066971,5.0758614588401825
2022-06-01,brisbane,773000.0,470000.0,1757.0,87.16,890240.0,541290.0,2023.49,105221.48,91364.0,8.46062990180332,5.144291830907529,8.460662843132962,5.144258132305941
2022-09-01,brisbane,750000.0,470000.0,1784.0,88.72,848570.0,531770.0,2018.46,104959.92,92768.0,8.084705095049616,5.066410111593073,8.084684373922043,5.066402207657813
2022-12-01,brisbane,750000.0,480000.0,1811.0,90.01,836410.0,535300.0,2019.64,105021.28,94172.0,7.9641954468656255,5.0970622334825855,7.964150702969035,5.097056449900182
2023-03-01,brisbane,757000.0,483000.0,1826.0,91.73,828380.0,528550.0,1998.19,103905.88,94952.0,7.972407336331687,5.086815106132589,7.972449237509479,5.086780689190328
2023-06-01,brisbane,775000.0,500000.0,1842.0,92.67,839480.0,541600.0,1995.25,103753.0,95784.0,8.0911395333147,5.2200900214933545,8.091121690470224,5.22007850998079
2023-09-01,brisbane,800000.0,525000.0,1869.0,93.35,860250.0,564540.0,2009.75,104507.0,97188.0,8.231506023519955,5.40193479862593,8.231468905626208,5.4019014693172
2023-12-01,brisbane,830000.0,548000.0,1896.0,93.81,888130.0,586380.0,2028.79,105497.08,98592.0,8.418526844534465,5.558258105342821,8.4185329438494,5.558260305095748
2024-03-01,brisbane,850300.0,580000.0,1926.0,94.88,899590.0,613620.0,2037.65,105957.8,100152.0,8.490078125442393,5.79117346717278,8.490095055515615,5.791197379982426
2024-06-01,brisbane,890000.0,610000.0,1958.0,95.78,932740.0,639300.0,2052.04,106706.08,101816.0,8.741207623783012,5.991223742827025,8.741258741258742,5.99119981142453
2024-09-01,brisbane,890000.0,631000.0,1984.0,94.99,940500.0,666800.0,2096.58,109022.16,103168.0,8.626686537856157,6.116187754856444,8.626705955334987,6.11623759305211
2024-12-01,brisbane,935000.0,655000.0,2010.0,95.54,982370.0,688180.0,2111.83,109815.16,104520.0,8.945668339416889,6.26671217343762,8.945656333716036,6.266743207041714
2025-03-01,brisbane,947500.0,685000.0,2008.0,97.37,976790.0,706180.0,2070.07,107643.64000000001,104416.0,9.074293660080613,6.560350430364487,9.074279803861478,6.560297272448667
2025-06-01,brisbane,970000.0,706000.0,2006.0,98.16,991940.0,721970.0,2051.37,106671.23999999999,104312.0,9.299038803711293,6.768178564344054,9.299025998926298,6.768157067259759
2025-09-01,brisbane,1020000.0,740000.0,2026.0,99.48,1029230.0,746690.0,2044.33,106305.16,105352.0,9.681844230327107,7.0240240454931815,9.681828536715013,7.024071683499127
2025-12-01,brisbane,1100000.0,793000.0,2046.0,100.38,1100000.0,793000.0,2046.0,106392.0,106392.0,10.339123242349048,7.453567937438905,10.339123242349048,7.453567937438905
2010-06-01,adelaide,410000.0,337500.0,1182.0,65.97,624170.0,513799.99999999994,1799.43,93570.36,61464.0,6.670595261148937,5.491055073422823,6.670571391383574,5.491019133151113
2010-09-01,adelaide,400000.0,330500.0,1199.0,66.55,603640.0,498750.0,1809.4,94088.8,62348.0,6.415641394087287,5.300843458520037,6.415602745877975,5.3008917687816774
2010-12-01,adelaide,410000.0,335000.0,1216.0,66.76,616780.0,503960.0,1829.28,95122.56,63232.0,6.484055937939433,5.298007118395468,6.4840587044534415,5.2979504048583
2011-03-01,adelaide,400000.0,339000.0,1225.0,67.86,591980.0,501710.0,1812.95,94273.40000000001,63700.0,6.279395884735248,5.321861734062843,6.279434850863423,5.32182103610675
2011-06-01,adelaide,395000.0,328500.0,1235.0,68.53,578870.0,481410.0,1809.88,94113.76000000001,64220.0,6.1507477758831435,5.1151925074505575,6.1507318592338835,5.115228900654002
2011-09-01,adelaide,390000.0,320000.0,1253.0,69.2,566010.0,464420.0,1818.48,94560.96,65156.0,5.985662582105765,4.911329157402801,5.985634477254589,4.911289827490945
2011-12-01,adelaide,385000.0,327300.0,1270.0,69.17,558990.0,475220.0,1843.95,95885.40000000001,66040.0,5.829771790074401,4.956124707202556,5.829800121138704,4.956087219866747
2012-03-01,adelaide,382000.0,317000.0,1276.0,69.11,555120.0,460660.0,1854.27,96422.04,66352.0,5.757189953666195,4.777538413416684,5.757173860622136,4.777550036170726
2012-06-01,adelaide,385000.0,315000.0,1283.0,69.33,557700.0,456300.0,1858.53,96643.56,66716.0,5.770689738664428,4.721473422543624,5.770729660051562,4.721506085496732
2012-09-01,adelaide,386000.0,325000.0,1301.0,70.4,550650.0,463630.0,1855.96,96509.92,67652.0,5.705631089529449,4.803962121199562,5.705670194524922,4.803996925441968
2012-12-01,adelaide,395000.0,325000.0,1319.0,70.63,561660.0,462120.0,1875.51,97526.52,68588.0,5.759048923308245,4.738403461950657,5.759024902315274,4.7384382107657315
2013-03-01,adelaide,395000.0,325000.0,1322.0,70.69,561180.0,461730.0,1878.18,97665.36,68744.0,5.745947181272869,4.727674172296093,5.745956010706389,4.72768532526475
2013-06-01,adelaide,395000.0,330000.0,1324.0,70.82,560150.0,467970.0,1877.57,97633.64,68848.0,5.737264328155747,4.79312253440515,5.737276318847316,4.793167557518011
2013-09-01,adelaide,395000.0,324000.0,1344.0,71.75,552890.0,453510.0,1881.23,97823.96,69888.0,5.651887329034727,4.635980796524696,5.651900183150183,4.635989010989011
2013-12-01,adelaide,412000.0,330000.0,1363.0,72.24,572770.0,458770.0,1894.88,98533.76000000001,70876.0,5.81293152722478,4.655967660221227,5.8129691291833625,4.656018962695412
2014-03-01,adelaide,407000.0,326000.0,1384.0,72.71,562160.0,450280.0,1911.64,99405.28,71968.0,5.6552328005112,4.529739265358943,5.655291240551356,4.529791018230324
2014-06-01,adelaide,405000.0,345000.0,1405.0,73.01,557100.0,474570.0,1932.67,100498.84,73060.0,5.54334756500672,4.722144056588116,5.543388995346291,4.722146181220914
2014-09-01,adelaide,410000.0,342500.0,1399.0,73.26,562060.0,469520.0,1917.85,99728.2,72748.0,5.635918426282636,4.70799633403591,5.635893770275471,4.708033210534998
2014-12-01,adelaide,425000.0,345000.0,1394.0,73.5,580720.0,471410.0,1904.75,99047.0,72488.0,5.863075105757873,4.75945763122558,5.863039399624766,4.759408453813045
2015-03-01,adelaide,415500.0,345000.0,1396.0,73.54,567430.0,471150.0,1906.45,99135.40000000001,72592.0,5.723787869923357,4.752590900929436,5.7237712144588935,4.752589817059731
2015-06-01,adelaide,420000.0,345000.0,1398.0,73.91,570700.0,468790.0,1899.62,98780.23999999999,72696.0,5.7774712837304305,4.745787214122987,5.7774843182568505,4.745790689996698
2015-09-01,adelaide,427500.0,344500.0,1414.0,74.1,579400.0,466910.0,1916.44,99654.88,73528.0,5.814065502863482,4.685269803144612,5.814111630943314,4.685289957567186
2015-12-01,adelaide,436000.0,345000.0,1431.0,74.29,589410.0,466390.0,1934.52,100595.04,74412.0,5.859235206825307,4.636312088548302,5.8592700102134065,4.636348975971617
2016-03-01,adelaide,436000.0,345000.0,1449.0,74.04,591400.0,467970.0,1965.47,102204.44,75348.0,5.786441371822986,4.57876389714576,5.786484047353612,4.5787545787545785
2016-06-01,adelaide,440000.0,367000.0,1467.0,74.39,594020.0,495470.0,1980.52,102987.04,76284.0,5.767910214722163,4.810993693963823,5.767919878349327,4.810969534895915
2016-09-01,adelaide,445000.0,365000.0,1486.0,75.04,595570.0,488500.0,1988.79,103417.08,77272.0,5.758913324568823,4.7235911128026435,5.758877730613936,4.723573868930531
2016-12-01,adelaide,447000.0,365000.0,1504.0,75.21,596890.0,487390.0,2008.33,104433.16,78208.0,5.715521774884529,4.6670042350533105,5.715527823240589,4.6670417348608835
2017-03-01,adelaide,451300.0,365000.0,1504.0,75.5,600320.0,485520.0,2000.62,104032.23999999999,78208.0,5.770518831469937,4.667014763884735,5.770509410801964,4.6670417348608835
2017-06-01,adelaide,450000.0,383500.0,1504.0,75.57,598030.0,509660.0,1998.77,103936.04,78208.0,5.7538270651835495,4.903592632545939,5.753887070376432,4.903590425531915
2017-09-01,adelaide,451000.0,375000.0,1501.0,76.39,592930.0,493010.0,1973.37,102615.23999999999,78052.0,5.778186553966059,4.804452048253262,5.778199149285092,4.804489314815764
2017-12-01,adelaide,470000.0,390000.0,1497.0,76.95,613410.0,509000.0,1953.78,101596.56,77844.0,6.037704426212856,5.010012150017678,6.037716458558142,5.01002004008016
2018-03-01,adelaide,465000.0,370000.0,1499.0,77.24,604610.0,481090.0,1949.05,101350.59999999999,77948.0,5.965529557792456,4.746789856202135,5.96551547185303,4.746754246420691
2018-06-01,adelaide,468000.0,380000.0,1501.0,77.6,605690.0,491800.0,1942.6,101015.2,78052.0,5.996028320490382,4.868574234372649,5.9960026648900735,4.868549172346641
2018-09-01,adelaide,466300.0,380000.0,1507.0,77.77,602170.0,490720.0,1946.1,101197.2,78364.0,5.950461079950829,4.84914602380303,5.95043642488898,4.849165433107039
2018-12-01,adelaide,480000.0,371000.0,1514.0,78.2,616450.0,476460.0,1944.39,101108.28,78728.0,6.096928955769004,4.71237370470549,6.09694136774718,4.712427598821258
2019-03-01,adelaide,475000.0,400000.0,1523.0,78.25,609640.0,513380.0,1954.7,101644.40000000001,79196.0,5.997772626922879,5.050745540334735,5.997777665538663,5.05076013940098
2019-06-01,adelaide,478500.0,390000.0,1532.0,78.7,610620.0,497680.0,1955.0,101660.0,79664.0,6.0064922289986225,4.895534133385795,6.006477204257883,4.89556135770235
2019-09-01,adelaide,474000.0,380000.0,1546.0,79.27,600530.0,481440.0,1958.68,101851.36,80392.0,5.896141200274596,4.726888281118681,5.896109065578664,4.726838491392178
2019-12-01,adelaide,485000.0,385000.0,1561.0,79.86,609920.0,484170.0,1963.08,102080.16,81172.0,5.974912265027798,4.743037236618751,5.974966737298576,4.743014832700931
2020-03-01,adelaide,472000.0,390000.0,1572.0,80.12,591650.0,488860.0,1970.49,102465.48,81744.0,5.7741397395493586,4.7709726241462,5.774124094734781,4.770992366412214
2020-06-01,adelaide,487500.0,421300.0,1582.0,79.33,617160.0,533360.0,2002.78,104144.56,82264.0,5.925993638073847,5.12134287186964,5.926042983565107,5.121316736360984
2020-09-01,adelaide,500000.0,411800.0,1590.0,80.08,627060.0,516450.00000000006,1994.05,103690.59999999999,82680.0,6.047414133971643,4.980682916291352,6.047411707789066,4.980648282535075
2020-12-01,adelaide,512500.0,415000.0,1597.0,80.6,638590.0,517100.0,1989.91,103475.32,83044.0,6.171423292046837,4.997326898819931,6.17142719522181,4.99735080198449
2021-03-01,adelaide,523000.0,420000.0,1611.0,81.14,647340.0,519850.0,1993.99,103687.48,83772.0,6.243183844375426,5.013623631319809,6.243136131404288,5.013608365563673
2021-06-01,adelaide,550000.0,415000.0,1625.0,81.52,677580.0,511270.0,2001.95,104101.40000000001,84500.0,6.508846182664209,4.91126920483298,6.508875739644971,4.911242603550296
2021-09-01,adelaide,580000.0,425000.0,1634.0,82.11,709410.0,519820.00000000006,1998.57,103925.64,84968.0,6.826130683438659,5.001845550337723,6.826099237359947,5.001883061858582
2021-12-01,adelaide,630000.0,450000.0,1642.0,83.33,759280.0,542340.0,1978.95,102905.40000000001,85384.0,7.378427176805104,5.270277361537878,7.378431556263468,5.270308254473906
2022-03-01,adelaide,650000.0,454900.0,1657.0,84.9,768900.0,538110.0,1960.1,101925.2,86164.0,7.543767390203797,5.27945983917618,7.543753771876886,5.279467062810454
2022-06-01,adelaide,663000.0,465000.0,1672.0,86.72,767820.0,538510.0,1936.33,100689.16,86944.0,7.625647090511034,5.348242055053394,7.625598086124402,5.34827015090173
2022-09-01,adelaide,654000.0,485000.0,1690.0,88.98,738160.0,547410.0,1907.47,99188.44,87880.0,7.44199626488732,5.518889096350341,7.441966317705963,5.518889394629039
2022-12-01,adelaide,675000.0,480000.0,1708.0,90.51,748980.0,532610.0,1895.2,98550.40000000001,88816.0,7.599969152839561,5.404442802870409,7.5999819852278865,5.404431633939831
2023-03-01,adelaide,680000.0,489500.0,1717.0,91.6,745550.0,536690.0,1882.51,97890.52,89284.0,7.616161401533059,5.482553366761153,7.616146230007616,5.4825052641010705
2023-06-01,adelaide,702000.0,525000.0,1726.0,92.69,760620.0,568840.0,1870.13,97246.76000000001,89752.0,7.821545931196062,5.849449380113024,7.821552723059096,5.8494518228006065
2023-09-01,adelaide,715000.0,520000.0,1757.0,94.24,761960.0,554160.0,1872.41,97365.32,91364.0,7.825784375792119,5.691554241284268,7.825839499146272,5.691519635742743
2023-12-01,adelaide,750000.0,565500.0,1787.0,94.86,794040.0,598710.0,1891.93,98380.36,92924.0,8.071123138805348,6.085665878840045,8.07111187637209,6.085618354784555
2024-03-01,adelaide,765000.0,570000.0,1810.0,95.57,803900.0,598990.0,1902.04,98906.08,94120.0,8.127912864406314,6.056149429842938,8.127921801954951,6.056098597535062
2024-06-01,adelaide,785000.0,630000.0,1832.0,96.79,814520.0,653690.0,1900.9,98846.8,95264.0,8.240226289571336,6.613162995666021,8.240258649647297,6.613201209271078
2024-09-01,adelaide,818300.0,610000.0,1874.0,97.32,844450.0,629490.0,1933.89,100562.28,97448.0,8.397283752914115,6.259702942296058,8.397299072325753,6.259748789097776
2024-12-01,adelaide,850000.0,640000.0,1916.0,97.21,878160.0,661200.0,1979.47,102932.44,99632.0,8.531421192385995,6.42363087866177,8.531395535570901,6.423638991488678
2025-03-01,adelaide,853000.0,640000.0,1940.0,97.72,876660.0,657750.0,1993.8,103677.59999999999,100880.0,8.455635547119147,6.344186208014075,8.455590800951626,6.3441712926249005
2025-06-01,adelaide,868000.0,663000.0,1963.0,98.52,884830.0,675850.0,2001.06,104055.12,102076.0,8.503473928048903,6.495115281208652,8.503468004232142,6.495160468670402
2025-09-01,adelaide,900000.0,685800.0,1981.0,99.64,907140.0,691240.0,1996.71,103828.92,103012.0,8.736872154694472,6.657490032642158,8.736846192676582,6.657476798819555
2025-12-01,adelaide,950000.0,730000.0,1999.0,100.43,950000.0,730000.0,1999.0,103948.0,103948.0,9.139184977103936,7.022742140300919,9.139184977103936,7.022742140300919
2010-06-01,perth,510000.0,417000.0,1420.0,67.27,757300.0,619210.0,2108.57,109645.64000000001,73840.0,6.906795381923074,5.6473745786882175,6.9068255687974,5.647345612134345
2010-09-01,perth,500000.0,410000.0,1445.0,67.57,739160.0,606110.0,2136.17,111080.84,75140.0,6.654252884655896,5.4564765624746805,6.654245408570668,5.4564812350279475
2010-12-01,perth,500000.0,410000.0,1470.0,67.6,738830.0,605840.0,2172.16,112952.31999999999,76440.0,6.541078571914238,5.36367911699379,6.541077969649399,5.3636839351125065
2011-03-01,perth,500000.0,405000.0,1500.0,68.39,730300.0,591540.0,2190.89,113926.28,78000.0,6.41028566894311,5.192305059025889,6.410256410256411,5.1923076923076925
2011-06-01,perth,485000.0,405000.0,1530.0,69.28,699290.0,583940.0,2206.0,114712.0,79560.0,6.096049236348421,5.090487481693284,6.096028154851684,5.090497737556561
2011-09-01,perth,470000.0,395000.0,1553.0,69.46,675900.0,568050.0,2233.36,116134.72,80756.0,5.819964951049953,4.891302101559292,5.820000990638467,4.891277428302541
2011-12-01,perth,480000.0,400000.0,1576.0,69.56,689290.0,574410.0,2263.18,117685.35999999999,81952.0,5.8570581761401765,4.880895975506215,5.8570870753611874,4.880905896134323
2012-03-01,perth,489500.0,406000.0,1574.0,69.73,701220.0,581610.0,2254.8,117249.6,81848.0,5.980574773815859,4.960443361853686,5.980598181995894,4.960414426742254
2012-06-01,perth,499000.0,400000.0,1571.0,70.08,711260.0,570150.0,2239.26,116441.52000000002,81692.0,6.108302261942303,4.8964493077726905,6.108309259168585,4.896440287910689
2012-09-01,perth,495000.0,400000.0,1604.0,70.86,697790.0,563870.0,2261.13,117578.76000000001,83408.0,5.934660307695029,4.7956790835351555,5.934682524458085,4.79570305006714
2012-12-01,perth,510000.0,410000.0,1637.0,71.0,717520.0,576830.0,2303.1,119761.2,85124.0,5.991255932639286,4.816501504660942,5.991259809219492,4.816502983882336
2013-03-01,perth,520000.0,430000.0,1663.0,71.35,728000.0,602000.0,2328.2,121066.4,86476.0,6.013229104028864,4.972477912946945,6.013229104028864,4.972477912946945
2013-06-01,perth,529000.0,426000.0,1690.0,71.78,736160.0,592830.0,2351.83,122295.16,87880.0,6.019535033111694,4.847534440447193,6.019572143832499,4.847519344560765
2013-09-01,perth,520000.0,430000.0,1678.0,72.62,715270.0,591470.0,2308.12,120022.23999999999,87256.0,5.959478843254384,4.928003343380361,5.959475566150179,4.928027872008801
2013-12-01,perth,552000.0,450000.0,1665.0,73.1,754300.0,614920.0,2275.2,118310.4,86580.0,6.375601806772693,5.1975143351725634,6.375606375606376,5.197505197505198
2014-03-01,perth,530500.0,445000.0,1678.0,73.63,719700.0,603710.0,2276.46,118375.92,87256.0,6.079783793866185,5.099939244400382,6.079811130466672,5.099935821032364
2014-06-01,perth,525000.0,452000.0,1690.0,74.17,707050.0,608740.0,2276.04,118354.08,87880.0,5.974023033257493,5.1433799324873295,5.974055530268548,5.143377332726446
2014-09-01,perth,530000.0,442000.0,1705.0,74.54,710250.0,592320.0,2284.85,118812.2,88660.0,5.977921459244085,4.985346622653229,5.977893074667268,4.9853372434017595
2014-12-01,perth,531000.0,445000.0,1720.0,74.6,711010.0,595860.0,2303.09,119760.68000000001,89440.0,5.936923537842303,4.975422651240791,5.9369409660107335,4.975402504472272
2015-03-01,perth,536500.0,440000.0,1734.0,74.67,717700.0,588610.0,2319.66,120622.31999999999,90168.0,5.949976753887673,4.879776810792563,5.9500044361636055,4.879779966285157
2015-06-01,perth,537000.0,434500.0,1748.0,75.11,714160.0,577850.0,2324.69,120883.88,90896.0,5.907818312913186,4.780207253440244,5.907850730505193,4.780188347121985
2015-09-01,perth,520000.0,425000.0,1756.0,75.38,689080.0,563190.0,2326.97,121002.43999999999,91312.0,5.694761196551078,4.654368953221109,5.694760820045558,4.654371824075697
2015-12-01,perth,525000.0,430000.0,1763.0,75.71,692670.0,567330.0,2326.06,120955.12,91676.0,5.7266695283341456,4.690417404405866,5.72668964614512,4.690431519699812
2016-03-01,perth,518000.0,430000.0,1757.0,75.24,687710.0,570880.0,2332.63,121296.76000000001,91364.0,5.669648554503846,4.706473610671876,5.669629175605271,4.706448929556499
2016-06-01,perth,520000.0,410000.0,1751.0,75.45,688440.0,542810.0,2318.19,120545.88,91052.0,5.711020567438721,4.502932825244629,5.711022272986865,4.502921407547335
2016-09-01,perth,510000.0,425000.0,1756.0,75.7,672970.0,560810.0,2317.13,120490.76000000001,91312.0,5.585241557111931,4.654381796579256,5.585246188890836,4.654371824075697
2016-12-01,perth,525000.0,410000.0,1760.0,75.99,690120.0,538950.0,2313.55,120304.6,91520.0,5.7364390056573065,4.4798785748840855,5.736451048951049,4.479895104895105
2017-03-01,perth,510000.0,415000.0,1767.0,75.96,670670.0,545740.0,2323.67,120830.84,91884.0,5.5504869452202765,4.516562162441311,5.550476687997911,4.516564363763005
2017-06-01,perth,506000.0,405000.0,1773.0,75.96,665410.0,532590.0,2331.56,121241.12,92196.0,5.488319474448933,4.392816562565572,5.488307518764372,4.39281530652089
2017-09-01,perth,500000.0,405000.0,1782.0,76.3,654590.0,530220.0,2332.95,121313.4,92664.0,5.395858990020888,4.370663092453101,5.395838729172063,4.370629370629371
2017-12-01,perth,515000.0,410000.0,1790.0,76.64,671230.0,534380.0,2333.03,121317.56000000001,93080.0,5.53283465312029,4.404803393671946,5.532874946282767,4.404813064030941
2018-03-01,perth,510000.0,400000.0,1790.0,76.65,664630.0,521280.0,2332.72,121301.43999999999,93080.0,5.4791600165669925,4.297393336797981,5.479157713794585,4.297378599054577
2018-06-01,perth,510000.0,408000.0,1790.0,76.82,663160.0,530530.0,2327.56,121033.12,93080.0,5.4791614063985135,4.383345649521387,5.479157713794585,4.383326171035669
2018-09-01,perth,485000.0,395000.0,1798.0,77.2,627550.0,511100.0,2326.45,120975.4,93496.0,5.187418268507482,4.2248258736900235,5.1873876957302985,4.22477966971849
2018-12-01,perth,489000.0,392000.0,1806.0,77.57,629700.0,504790.0,2325.66,120934.31999999999,93912.0,5.206958620183253,4.1740839159636405,5.207002300025556,4.174120453190221
2019-03-01,perth,490000.0,387500.0,1817.0,77.49,631640.0,499510.0,2342.24,121796.47999999998,94484.0,5.186028364694941,4.101185847078669,5.186063248804031,4.101223487574615
2019-06-01,perth,480000.0,379000.0,1829.0,78.08,614080.0,484870.0,2339.89,121674.28,95108.0,5.046917064148643,3.984983515004157,5.046894057282247,3.984943432729108
2019-09-01,perth,478000.0,380000.0,1829.0,78.47,608480.0,483730.0,2328.26,121069.52000000002,95108.0,5.025872738241631,3.9954730141822643,5.025865332043572,3.995457795348446
2019-12-01,perth,495000.0,380000.0,1828.0,78.85,627080.0,481400.0,2315.78,120420.56000000001,95056.0,5.207416407962228,3.9976562141880088,5.2074566571284295,3.9976434943612187
2020-03-01,perth,477500.0,380000.0,1860.0,79.1,603000.0,479880.0,2348.87,122141.23999999999,96720.0,4.936907468763213,3.9288941229023058,4.936931348221671,3.9288668320926385
2020-06-01,perth,475000.0,350000.0,1893.0,78.13,607290.0,447480.0,2420.22,125851.43999999999,98436.0,4.82545134167714,3.555620817687903,4.8254703563736845,3.5556097362753465
2020-09-01,perth,495000.0,385000.0,1891.0,79.52,621800.0,483620.0,2375.4,123520.8,98332.0,5.033969987241015,3.9152919994041486,5.033966562258471,3.915307326201033
2020-12-01,perth,528000.0,400000.0,1890.0,78.77,669570.0,507250.0,2396.75,124631.0,98280.0,5.3724193820157105,4.070014683345235,5.372405372405372,4.07000407000407
2021-03-01,perth,535000.0,414000.0,1909.0,79.86,669190.0,517840.00000000006,2387.8,124165.6,99268.0,5.389495963455256,4.170559317556553,5.389450779707459,4.170528266913809
2021-06-01,perth,540000.0,420000.0,1929.0,81.43,662420.0,515210.00000000006,2366.3,123047.6,100308.0,5.383445105796456,4.18707882152923,5.383419069266659,4.187103720540734
2021-09-01,perth,525000.0,415000.0,1939.0,82.07,638990.0,505110.0,2360.02,122721.04,100828.0,5.206849616007166,4.115920138877572,5.206886975840044,4.115920180902131
2021-12-01,perth,558800.0,412800.0,1950.0,83.26,670410.0,495250.0,2339.48,121652.96,101400.0,5.510840015729991,4.071006574768094,5.510848126232742,4.071005917159764
2022-03-01,perth,550000.0,410000.0,1970.0,85.97,639050.0,476390.0,2288.98,119026.96,102440.0,5.3689517064033225,4.0023705553766975,5.368996485747755,4.002342834830144
2022-06-01,perth,565000.0,405000.0,1990.0,87.43,645520.0,462720.0,2273.6,118227.2,103480.0,5.459995669355275,3.9138201699778055,5.459992269037495,3.913799768071125
